"","ensemblGeneID","geneLength","geneName","geneBiotype"
"483","ENSG00000030066",8576,"NUP160","protein_coding"
"484","ENSG00000030110",2212,"BAK1","protein_coding"
"485","ENSG00000030304",9176,"MUSK","protein_coding"
"486","ENSG00000030419",12240,"IKZF2","protein_coding"
"487","ENSG00000030582",3524,"GRN","protein_coding"
"488","ENSG00000031003",6808,"FAM13B","protein_coding"
"489","ENSG00000031081",9374,"ARHGAP31","protein_coding"
"490","ENSG00000031691",1741,"CENPQ","protein_coding"
"491","ENSG00000031698",3849,"SARS","protein_coding"
"492","ENSG00000031823",7445,"RANBP3","protein_coding"
"493","ENSG00000032219",7449,"ARID4A","protein_coding"
"494","ENSG00000032389",5775,"EIPR1","protein_coding"
"495","ENSG00000032444",7172,"PNPLA6","protein_coding"
"496","ENSG00000032742",6111,"IFT88","protein_coding"
"497","ENSG00000033011",4553,"ALG1","protein_coding"
"498","ENSG00000033030",9125,"ZCCHC8","protein_coding"
"499","ENSG00000033050",5158,"ABCF2","protein_coding"
"500","ENSG00000033100",4205,"CHPF2","protein_coding"
"501","ENSG00000033122",14789,"LRRC7","protein_coding"
"502","ENSG00000033170",6700,"FUT8","protein_coding"
"503","ENSG00000033178",11408,"UBA6","protein_coding"
"504","ENSG00000033327",6775,"GAB2","protein_coding"
"505","ENSG00000033627",10955,"ATP6V0A1","protein_coding"
"506","ENSG00000033800",10776,"PIAS1","protein_coding"
"507","ENSG00000033867",9616,"SLC4A7","protein_coding"
"508","ENSG00000034053",6869,"APBA2","protein_coding"
"509","ENSG00000034152",3775,"MAP2K3","protein_coding"
"510","ENSG00000034239",5822,"EFCAB1","protein_coding"
"511","ENSG00000034510",461,"TMSB10","protein_coding"
"512","ENSG00000034533",3427,"ASTE1","protein_coding"
"513","ENSG00000034677",5852,"RNF19A","protein_coding"
"514","ENSG00000034693",2830,"PEX3","protein_coding"
"515","ENSG00000034713",3010,"GABARAPL2","protein_coding"
"516","ENSG00000034971",2104,"MYOC","protein_coding"
"517","ENSG00000035115",11132,"SH3YL1","protein_coding"
"518","ENSG00000035141",3086,"FAM136A","protein_coding"
"519","ENSG00000035403",9992,"VCL","protein_coding"
"520","ENSG00000035499",3806,"DEPDC1B","protein_coding"
"521","ENSG00000035664",13612,"DAPK2","protein_coding"
"522","ENSG00000035681",6170,"NSMAF","protein_coding"
"523","ENSG00000035687",3441,"ADSS","protein_coding"
"524","ENSG00000035720",1951,"STAP1","protein_coding"
"525","ENSG00000035862",5633,"TIMP2","protein_coding"
"526","ENSG00000035928",6719,"RFC1","protein_coding"
"527","ENSG00000036054",5176,"TBC1D23","protein_coding"
"528","ENSG00000036257",11505,"CUL3","protein_coding"
"529","ENSG00000036448",7056,"MYOM2","protein_coding"
"530","ENSG00000036473",1683,"OTC","protein_coding"
"531","ENSG00000036530",9358,"CYP46A1","protein_coding"
"532","ENSG00000036549",9008,"AC118549.1","protein_coding"
"533","ENSG00000036565",3910,"SLC18A1","protein_coding"
"534","ENSG00000036672",4523,"USP2","protein_coding"
"535","ENSG00000036828",12005,"CASR","protein_coding"
"536","ENSG00000037042",2793,"TUBG2","protein_coding"
"537","ENSG00000037241",1164,"RPL26L1","protein_coding"
"538","ENSG00000037280",8852,"FLT4","protein_coding"
"539","ENSG00000037474",5506,"NSUN2","protein_coding"
"540","ENSG00000037637",9009,"FBXO42","protein_coding"
"541","ENSG00000037749",7795,"MFAP3","protein_coding"
"542","ENSG00000037757",3466,"MRI1","protein_coding"
"543","ENSG00000037897",1947,"METTL1","protein_coding"
"544","ENSG00000037965",2417,"HOXC8","protein_coding"
"545","ENSG00000038002",2605,"AGA","protein_coding"
"546","ENSG00000038210",3685,"PI4K2B","protein_coding"
"547","ENSG00000038219",15862,"BOD1L1","protein_coding"
"548","ENSG00000038274",5135,"MAT2B","protein_coding"
"549","ENSG00000038295",8105,"TLL1","protein_coding"
"550","ENSG00000038358",6140,"EDC4","protein_coding"
"551","ENSG00000038382",17860,"TRIO","protein_coding"
"552","ENSG00000038427",14678,"VCAN","protein_coding"
"553","ENSG00000038532",12523,"CLEC16A","protein_coding"
"554","ENSG00000038945",7812,"MSR1","protein_coding"
"555","ENSG00000039068",6103,"CDH1","protein_coding"
"556","ENSG00000039123",6347,"MTREX","protein_coding"
"557","ENSG00000039139",16475,"DNAH5","protein_coding"
"558","ENSG00000039319",15490,"ZFYVE16","protein_coding"
"559","ENSG00000039523",6729,"RIPOR1","protein_coding"
"560","ENSG00000039537",4739,"C6","protein_coding"
"561","ENSG00000039560",7581,"RAI14","protein_coding"
"562","ENSG00000039600",3489,"SOX30","protein_coding"
"563","ENSG00000039650",4545,"PNKP","protein_coding"
"564","ENSG00000039987",2646,"BEST2","protein_coding"
"565","ENSG00000040199",12493,"PHLPP2","protein_coding"
"566","ENSG00000040275",4775,"SPDL1","protein_coding"
"567","ENSG00000040341",8964,"STAU2","protein_coding"
"568","ENSG00000040487",2686,"SLC66A1","protein_coding"
"569","ENSG00000040531",3398,"CTNS","protein_coding"
"570","ENSG00000040608",3126,"RTN4R","protein_coding"
"571","ENSG00000040633",2733,"PHF23","protein_coding"
"572","ENSG00000040731",3660,"CDH10","protein_coding"
"573","ENSG00000040933",13187,"INPP4A","protein_coding"
"574","ENSG00000041353",7154,"RAB27B","protein_coding"
"575","ENSG00000041357",6994,"PSMA4","protein_coding"
"576","ENSG00000041515",8816,"MYO16","protein_coding"
"577","ENSG00000041802",4801,"LSG1","protein_coding"
"578","ENSG00000041880",2928,"PARP3","protein_coding"
"579","ENSG00000041982",9639,"TNC","protein_coding"
"580","ENSG00000041988",4072,"THAP3","protein_coding"
"581","ENSG00000042062",6023,"RIPOR3","protein_coding"
"582","ENSG00000042088",6223,"TDP1","protein_coding"
"583","ENSG00000042286",5135,"AIFM2","protein_coding"
"584","ENSG00000042304",3486,"C2orf83","protein_coding"
"585","ENSG00000042317",6872,"SPATA7","protein_coding"
"586","ENSG00000042429",16610,"MED17","protein_coding"
"587","ENSG00000042445",4049,"RETSAT","protein_coding"
"588","ENSG00000042493",2419,"CAPG","protein_coding"
"589","ENSG00000042753",1704,"AP2S1","protein_coding"
"590","ENSG00000042781",20561,"USH2A","protein_coding"
"591","ENSG00000042813",2625,"ZPBP","protein_coding"
"592","ENSG00000042832",11132,"TG","protein_coding"
"593","ENSG00000042980",9318,"ADAM28","protein_coding"
"594","ENSG00000043039",3752,"BARX2","protein_coding"
"595","ENSG00000043093",8307,"DCUN1D1","protein_coding"
"596","ENSG00000043143",9877,"JADE2","protein_coding"
"597","ENSG00000043355",3290,"ZIC2","protein_coding"
"598","ENSG00000043462",6839,"LCP2","protein_coding"
"599","ENSG00000043514",6533,"TRIT1","protein_coding"
"600","ENSG00000043591",3039,"ADRB1","protein_coding"
"601","ENSG00000044012",604,"GUCA2B","protein_coding"
"602","ENSG00000044090",5628,"CUL7","protein_coding"
"603","ENSG00000044115",8830,"CTNNA1","protein_coding"
"604","ENSG00000044446",8547,"PHKA2","protein_coding"
"605","ENSG00000044459",11064,"CNTLN","protein_coding"
"606","ENSG00000044524",6577,"EPHA3","protein_coding"
"607","ENSG00000044574",3921,"HSPA5","protein_coding"
"608","ENSG00000046604",6056,"DSG2","protein_coding"
"609","ENSG00000046647",2424,"GEMIN8","protein_coding"
"610","ENSG00000046651",5176,"OFD1","protein_coding"
"611","ENSG00000046653",5767,"GPM6B","protein_coding"
"612","ENSG00000046774",1994,"MAGEC2","protein_coding"
"613","ENSG00000046889",12132,"PREX2","protein_coding"
"614","ENSG00000047056",6301,"WDR37","protein_coding"
"615","ENSG00000047188",10805,"YTHDC2","protein_coding"
"616","ENSG00000047230",5531,"CTPS2","protein_coding"
"617","ENSG00000047249",5104,"ATP6V1H","protein_coding"
"618","ENSG00000047315",5891,"POLR2B","protein_coding"
"619","ENSG00000047346",9832,"FAM214A","protein_coding"
"620","ENSG00000047365",12427,"ARAP2","protein_coding"
"621","ENSG00000047410",12350,"TPR","protein_coding"
"622","ENSG00000047457",7072,"CP","protein_coding"
"623","ENSG00000047578",9784,"KIAA0556","protein_coding"
"624","ENSG00000047579",3052,"DTNBP1","protein_coding"
"625","ENSG00000047597",5174,"XK","protein_coding"
"626","ENSG00000047617",6255,"ANO2","protein_coding"
"627","ENSG00000047621",4932,"C12orf4","protein_coding"
"628","ENSG00000047634",5497,"SCML1","protein_coding"
"629","ENSG00000047644",7114,"WWC3","protein_coding"
"630","ENSG00000047648",8893,"ARHGAP6","protein_coding"
"631","ENSG00000047662",6731,"FAM184B","protein_coding"
"632","ENSG00000047849",14943,"MAP4","protein_coding"
"633","ENSG00000047932",4628,"GOPC","protein_coding"
"634","ENSG00000047936",7856,"ROS1","protein_coding"
"635","ENSG00000048028",5719,"USP28","protein_coding"
"636","ENSG00000048052",16827,"HDAC9","protein_coding"
"637","ENSG00000048140",5215,"TSPAN17","protein_coding"
"638","ENSG00000048162",2862,"NOP16","protein_coding"
"639","ENSG00000048342",9556,"CC2D2A","protein_coding"
"640","ENSG00000048392",5548,"RRM2B","protein_coding"
"641","ENSG00000048405",5793,"ZNF800","protein_coding"
"642","ENSG00000048462",1015,"TNFRSF17","protein_coding"
"643","ENSG00000048471",11299,"SNX29","protein_coding"
"644","ENSG00000048540",10002,"LMO3","protein_coding"
"645","ENSG00000048544",2100,"MRPS10","protein_coding"
"646","ENSG00000048545",1963,"GUCA1A","protein_coding"
"647","ENSG00000048649",15740,"RSF1","protein_coding"
"648","ENSG00000048707",20768,"VPS13D","protein_coding"
"649","ENSG00000048740",10978,"CELF2","protein_coding"
"650","ENSG00000048828",7246,"FAM120A","protein_coding"
"651","ENSG00000048991",7898,"R3HDM1","protein_coding"
"652","ENSG00000049089",4215,"COL9A2","protein_coding"
"653","ENSG00000049130",6205,"KITLG","protein_coding"
"654","ENSG00000049167",5448,"ERCC8","protein_coding"
"655","ENSG00000049192",8565,"ADAMTS6","protein_coding"
"656","ENSG00000049239",9321,"H6PD","protein_coding"
"657","ENSG00000049245",2733,"VAMP3","protein_coding"
"658","ENSG00000049246",8099,"PER3","protein_coding"
"659","ENSG00000049247",1791,"UTS2","protein_coding"
"660","ENSG00000049249",6331,"TNFRSF9","protein_coding"
"661","ENSG00000049283",4503,"EPN3","protein_coding"
"662","ENSG00000049323",7348,"LTBP1","protein_coding"
"663","ENSG00000049449",4675,"RCN1","protein_coding"
"664","ENSG00000049540",6542,"ELN","protein_coding"
"665","ENSG00000049541",2211,"RFC2","protein_coding"
"666","ENSG00000049618",44677,"ARID1B","protein_coding"
"667","ENSG00000049656",6549,"CLPTM1L","protein_coding"
"668","ENSG00000049759",17596,"NEDD4L","protein_coding"
"669","ENSG00000049768",3212,"FOXP3","protein_coding"
"670","ENSG00000049769",4378,"PPP1R3F","protein_coding"
"671","ENSG00000049860",5015,"HEXB","protein_coding"
"672","ENSG00000049883",12115,"PTCD2","protein_coding"
"673","ENSG00000050030",11869,"NEXMIF","protein_coding"
"674","ENSG00000050130",4350,"JKAMP","protein_coding"
"675","ENSG00000050165",11958,"DKK3","protein_coding"
"676","ENSG00000050327",5818,"ARHGEF5","protein_coding"
"677","ENSG00000050344",4303,"NFE2L3","protein_coding"
"678","ENSG00000050393",6057,"MCUR1","protein_coding"
"679","ENSG00000050405",6317,"LIMA1","protein_coding"
"680","ENSG00000050426",6032,"LETMD1","protein_coding"
"681","ENSG00000050438",17920,"SLC4A8","protein_coding"
"682","ENSG00000050555",7502,"LAMC3","protein_coding"
"683","ENSG00000050628",9653,"PTGER3","protein_coding"
"684","ENSG00000050730",3749,"TNIP3","protein_coding"
"685","ENSG00000050748",8955,"MAPK9","protein_coding"
"686","ENSG00000050767",3604,"COL23A1","protein_coding"
"687","ENSG00000050820",9199,"BCAR1","protein_coding"
"688","ENSG00000051009",4736,"FAM160A2","protein_coding"
"689","ENSG00000051108",5062,"HERPUD1","protein_coding"
"690","ENSG00000051128",3422,"HOMER3","protein_coding"
"691","ENSG00000051180",3084,"RAD51","protein_coding"
"692","ENSG00000051341",9382,"POLQ","protein_coding"
"693","ENSG00000051382",7850,"PIK3CB","protein_coding"
"694","ENSG00000051523",3253,"CYBA","protein_coding"
"695","ENSG00000051596",3453,"THOC3","protein_coding"
"696","ENSG00000051620",10352,"HEBP2","protein_coding"
"697","ENSG00000051825",10304,"MPHOSPH9","protein_coding"
"698","ENSG00000052126",12558,"PLEKHA5","protein_coding"
"699","ENSG00000052344",2975,"PRSS8","protein_coding"
"700","ENSG00000052723",5894,"SIKE1","protein_coding"
"701","ENSG00000052749",8529,"RRP12","protein_coding"
"702","ENSG00000052795",10981,"FNIP2","protein_coding"
"703","ENSG00000052802",2852,"MSMO1","protein_coding"
"704","ENSG00000052841",11296,"TTC17","protein_coding"
"705","ENSG00000052850",5727,"ALX4","protein_coding"
"706","ENSG00000053108",6711,"FSTL4","protein_coding"
"707","ENSG00000053254",11033,"FOXN3","protein_coding"
"708","ENSG00000053328",1774,"METTL24","protein_coding"
"709","ENSG00000053371",1781,"AKR7A2","protein_coding"
"710","ENSG00000053372",2556,"MRTO4","protein_coding"
"711","ENSG00000053438",1329,"NNAT","protein_coding"
"712","ENSG00000053501",2431,"USE1","protein_coding"
"713","ENSG00000053524",20568,"MCF2L2","protein_coding"
"714","ENSG00000053702",2814,"NRIP2","protein_coding"
"715","ENSG00000053747",14678,"LAMA3","protein_coding"
"716","ENSG00000053770",13019,"AP5M1","protein_coding"
"717","ENSG00000053900",7494,"ANAPC4","protein_coding"
"718","ENSG00000053918",4306,"KCNQ1","protein_coding"
"719","ENSG00000054116",3527,"TRAPPC3","protein_coding"
"720","ENSG00000054118",4720,"THRAP3","protein_coding"
"721","ENSG00000054148",1612,"PHPT1","protein_coding"
"722","ENSG00000054179",2640,"ENTPD2","protein_coding"
"723","ENSG00000054219",8805,"LY75","protein_coding"
"724","ENSG00000054267",11073,"ARID4B","protein_coding"
"725","ENSG00000054277",3724,"OPN3","protein_coding"
"726","ENSG00000054282",5321,"SDCCAG8","protein_coding"
"727","ENSG00000054356",8228,"PTPRN","protein_coding"
"728","ENSG00000054392",6645,"HHAT","protein_coding"
"729","ENSG00000054523",17720,"KIF1B","protein_coding"
"730","ENSG00000054598",3983,"FOXC1","protein_coding"
"731","ENSG00000054611",5315,"TBC1D22A","protein_coding"
"732","ENSG00000054654",31374,"SYNE2","protein_coding"
"733","ENSG00000054690",10828,"PLEKHH1","protein_coding"
"734","ENSG00000054793",8073,"ATP9A","protein_coding"
"735","ENSG00000054796",1823,"SPO11","protein_coding"
"736","ENSG00000054803",3154,"CBLN4","protein_coding"
"737","ENSG00000054938",3135,"CHRDL2","protein_coding"
"738","ENSG00000054965",7887,"FAM168A","protein_coding"
"739","ENSG00000054967",6187,"RELT","protein_coding"
"740","ENSG00000054983",6736,"GALC","protein_coding"
"741","ENSG00000055044",3274,"NOP58","protein_coding"
"742","ENSG00000055070",4742,"SZRD1","protein_coding"
"743","ENSG00000055118",5805,"KCNH2","protein_coding"
"744","ENSG00000055130",4152,"CUL1","protein_coding"
"745","ENSG00000055147",6523,"FAM114A2","protein_coding"
"746","ENSG00000055163",10498,"CYFIP2","protein_coding"
"747","ENSG00000055208",5922,"TAB2","protein_coding"
"748","ENSG00000055211",2250,"GINM1","protein_coding"
"749","ENSG00000055332",10753,"EIF2AK2","protein_coding"
"750","ENSG00000055483",9235,"USP36","protein_coding"
"751","ENSG00000055609",20114,"KMT2C","protein_coding"
"752","ENSG00000055732",6624,"MCOLN3","protein_coding"
"753","ENSG00000055813",4114,"CCDC85A","protein_coding"
"754","ENSG00000055917",6978,"PUM2","protein_coding"
"755","ENSG00000055950",3573,"MRPL43","protein_coding"
"756","ENSG00000055955",4659,"ITIH4","protein_coding"
"757","ENSG00000055957",4541,"ITIH1","protein_coding"
"758","ENSG00000056050",1422,"HPF1","protein_coding"
"759","ENSG00000056097",6771,"ZFR","protein_coding"
"760","ENSG00000056277",4638,"ZNF280C","protein_coding"
"761","ENSG00000056291",2359,"NPFFR2","protein_coding"
"762","ENSG00000056487",6007,"PHF21B","protein_coding"
"763","ENSG00000056558",4476,"TRAF1","protein_coding"
"764","ENSG00000056586",11563,"RC3H2","protein_coding"
"765","ENSG00000056736",3044,"IL17RB","protein_coding"
"766","ENSG00000056972",7871,"TRAF3IP2","protein_coding"
"767","ENSG00000056998",3621,"GYG2","protein_coding"
"768","ENSG00000057019",11280,"DCBLD2","protein_coding"
"769","ENSG00000057149",1707,"SERPINB3","protein_coding"
"770","ENSG00000057252",7005,"SOAT1","protein_coding"
"771","ENSG00000057294",7043,"PKP2","protein_coding"
"772","ENSG00000057468",3270,"MSH4","protein_coding"
"773","ENSG00000057593",3795,"F7","protein_coding"
"774","ENSG00000057608",3918,"GDI2","protein_coding"
"775","ENSG00000057657",6750,"PRDM1","protein_coding"
"776","ENSG00000057663",5655,"ATG5","protein_coding"
"777","ENSG00000057704",6512,"TMCC3","protein_coding"
"778","ENSG00000057757",2173,"PITHD1","protein_coding"
"779","ENSG00000057935",10580,"MTA3","protein_coding"
"780","ENSG00000058056",8155,"USP13","protein_coding"
"781","ENSG00000058063",9187,"ATP11B","protein_coding"
"782","ENSG00000058085",6770,"LAMC2","protein_coding"
"783","ENSG00000058091",7017,"CDK14","protein_coding"
"784","ENSG00000058262",4640,"SEC61A1","protein_coding"
"785","ENSG00000058272",11864,"PPP1R12A","protein_coding"
"786","ENSG00000058335",9929,"RASGRF1","protein_coding"
"787","ENSG00000058404",8159,"CAMK2B","protein_coding"
"788","ENSG00000058453",8875,"CROCC","protein_coding"
"789","ENSG00000058600",9486,"POLR3E","protein_coding"
"790","ENSG00000058668",9721,"ATP2B4","protein_coding"
"791","ENSG00000058673",12798,"ZC3H11A","protein_coding"
"792","ENSG00000058729",5489,"RIOK2","protein_coding"
"793","ENSG00000058799",2036,"YIPF1","protein_coding"
"794","ENSG00000058804",4720,"NDC1","protein_coding"
"795","ENSG00000058866",10975,"DGKG","protein_coding"
"796","ENSG00000059122",8419,"FLYWCH1","protein_coding"
"797","ENSG00000059145",7494,"UNKL","protein_coding"
"798","ENSG00000059377",6271,"TBXAS1","protein_coding"
"799","ENSG00000059378",6285,"PARP12","protein_coding"
"800","ENSG00000059573",3759,"ALDH18A1","protein_coding"
"801","ENSG00000059588",7819,"TARBP1","protein_coding"
"802","ENSG00000059691",11741,"GATB","protein_coding"
"803","ENSG00000059728",6351,"MXD1","protein_coding"
"804","ENSG00000059758",6467,"CDK17","protein_coding"
"805","ENSG00000059769",2604,"DNAJC25","protein_coding"
"806","ENSG00000059804",6071,"SLC2A3","protein_coding"
"807","ENSG00000059915",5979,"PSD","protein_coding"
"808","ENSG00000060069",7415,"CTDP1","protein_coding"
"809","ENSG00000060138",8621,"YBX3","protein_coding"
"810","ENSG00000060140",3440,"STYK1","protein_coding"
"811","ENSG00000060237",14384,"WNK1","protein_coding"
"812","ENSG00000060303",408,"RPS17P5","processed_pseudogene"
"813","ENSG00000060339",6059,"CCAR1","protein_coding"
"814","ENSG00000060491",4702,"OGFR","protein_coding"
"815","ENSG00000060558",2753,"GNA15","protein_coding"
"816","ENSG00000060566",2648,"CREB3L3","protein_coding"
"817","ENSG00000060642",3382,"PIGV","protein_coding"
"818","ENSG00000060656",6682,"PTPRU","protein_coding"
"819","ENSG00000060688",3887,"SNRNP40","protein_coding"
"820","ENSG00000060709",9655,"RIMBP2","protein_coding"
"821","ENSG00000060718",9091,"COL11A1","protein_coding"
"822","ENSG00000060749",10899,"QSER1","protein_coding"
"823","ENSG00000060762",1546,"MPC1","protein_coding"
"824","ENSG00000060971",7106,"ACAA1","protein_coding"
"825","ENSG00000060982",11415,"BCAT1","protein_coding"
"826","ENSG00000061273",9928,"HDAC7","protein_coding"
"827","ENSG00000061337",5706,"LZTS1","protein_coding"
"828","ENSG00000061455",9230,"PRDM6","protein_coding"
